Checkpoint,Time (s),Packets Received,Missing Packets,Goodput (%),Packet Rate (pkts/s)
4659,24.44,4659002,28286,99.4,195056.74
4660,24.45,4660000,28288,99.4,193927.05
4661,24.45,4661002,28290,99.4,178929.35
4662,24.46,4662001,28295,99.4,195397.77
4663,24.46,4663001,28307,99.4,198012.65
4664,24.47,4664000,28312,99.4,177825.82
4665,24.48,4665003,28317,99.4,193928.31
4666,24.48,4666003,28321,99.4,196574.21
4667,24.49,4667002,28330,99.4,179964.34
4668,24.49,4668003,28341,99.4,193881.24
4669,24.5,4669002,28350,99.4,198451.72
4670,24.5,4670003,28357,99.4,184346.8
4671,24.51,4671003,28365,99.4,190511.63
4672,24.51,4672003,28373,99.4,195156.52
4673,24.52,4673001,28379,99.4,186405.21
4674,24.52,4674001,28383,99.4,186496.4
4675,24.53,4675003,28385,99.4,199966.34
4676,24.53,4676003,28389,99.4,190624.19
4677,24.54,4677002,28398,99.4,180849.83
4678,24.54,4678001,28399,99.4,198677.56
4679,24.55,4679002,28406,99.4,188611.78
4680,24.55,4680001,28411,99.4,177992.0
4681,24.56,4681002,28418,99.4,193836.49
4682,24.56,4682000,28420,99.4,194847.8
4683,24.57,4683001,28423,99.4,177323.91
4684,24.58,4684000,28424,99.4,196534.23
4685,24.58,4685000,28428,99.4,194857.33
4686,24.59,4686003,28433,99.4,184642.16
4687,24.59,4687002,28442,99.4,196968.44
4688,24.6,4688003,28445,99.4,196743.13
4689,24.6,4689002,28450,99.4,192224.5
4690,24.61,4690001,28459,99.4,184993.81
4691,24.61,4691003,28465,99.4,188664.6
4692,24.62,4692002,28466,99.4,187998.46
4693,24.62,4693003,28477,99.4,186409.37
4694,24.63,4694001,28487,99.4,193362.68
4695,24.63,4695003,28493,99.4,190029.51
4696,24.64,4696002,28502,99.4,181704.67
4697,24.64,4697003,28505,99.4,195242.67
4698,24.65,4698003,28513,99.4,187933.69
4699,24.65,4699000,28516,99.4,178927.78
4700,24.66,4700001,28519,99.4,196430.16
4701,24.67,4701003,28525,99.4,193431.79
4702,24.67,4702000,28532,99.4,184224.9
4703,24.68,4703001,28539,99.4,196540.51
4704,24.68,4704001,28543,99.4,193875.57
4705,24.69,4705001,28547,99.4,180703.29
4706,24.69,4706002,28554,99.4,188332.58
4707,24.7,4707002,28558,99.4,195192.85
4708,24.7,4708002,28562,99.4,184235.44
4709,24.71,4709002,28570,99.4,190261.01
4710,24.71,4710001,28571,99.4,199121.31
4711,24.72,4711002,28570,99.4,193800.7
4712,24.72,4712001,28575,99.4,179941.15
4713,24.73,4713003,28585,99.4,190892.65
4714,24.73,4714000,28596,99.4,187437.07
4715,24.74,4715003,28601,99.4,186674.07
4716,24.74,4716003,28605,99.4,192894.78
4717,24.75,4717001,28607,99.4,186829.52
4718,24.76,4718001,28619,99.4,180532.17
4719,24.76,4719000,28624,99.4,192374.53
4720,24.77,4720003,28629,99.4,189209.63
4721,24.77,4721001,28635,99.4,177579.98
4722,24.78,4722001,28643,99.4,191871.18
4723,24.78,4723002,28646,99.4,187835.46
4724,24.79,4724000,28652,99.4,174901.41
4725,24.79,4725003,28661,99.4,197478.61
4726,24.8,4726000,28668,99.4,192475.43
4727,24.8,4727002,28678,99.4,182988.31
4728,24.81,4728001,28683,99.4,174188.72
4729,24.81,4729000,28692,99.4,182806.58
4730,24.82,4730001,28699,99.4,167471.01
4731,24.83,4731000,28704,99.4,191006.5
4732,24.83,4732000,28708,99.4,195620.73
4733,24.84,4733002,28714,99.4,181526.11
4734,24.84,4734001,28723,99.4,192888.17
4735,24.85,4735001,28727,99.4,192020.51
4736,24.85,4736002,28734,99.4,179002.27
4737,24.86,4737002,28742,99.4,190226.5
4738,24.86,4738003,28745,99.4,196008.32
4739,24.87,4739001,28751,99.4,189545.16
4740,24.87,4740002,28762,99.4,181313.63
4741,24.88,4741002,28770,99.4,191485.76
4742,24.88,4742001,28775,99.4,186841.6
4743,24.89,4743003,28777,99.4,187177.33
4744,24.89,4744001,28783,99.4,190789.22
4745,24.9,4745002,28794,99.4,186268.78
4746,24.91,4746001,28795,99.4,184659.54
4747,24.91,4747002,28802,99.4,190157.99
4748,24.92,4748002,28810,99.4,184640.96
4749,24.92,4749002,28814,99.4,180020.77
4750,24.93,4750002,28818,99.4,194171.75
4751,24.93,4751000,28824,99.4,194314.15
4752,24.94,4752002,28826,99.4,178959.83
4753,24.94,4753003,28829,99.4,194141.23
4754,24.95,4754003,28837,99.4,194135.8
4755,24.95,4755000,28840,99.4,179804.84
4756,24.96,4756000,28844,99.4,190261.01
4757,24.96,4757001,28851,99.4,194825.91
4758,24.97,4758000,28860,99.4,182894.36
4759,24.97,4759000,28868,99.4,190330.08
4760,24.98,4760001,28871,99.4,194213.08
4761,24.99,4761000,28876,99.4,184627.0
4762,24.99,4762003,28881,99.4,186392.86
4763,25.0,4763002,28886,99.4,196046.87
4764,25.0,4764000,28892,99.4,188801.38
4765,25.01,4765002,28894,99.4,187352.56
4766,25.01,4766001,28903,99.4,192932.58
4767,25.02,4767002,28906,99.4,191843.65
4768,25.02,4768001,28911,99.4,179217.69
4769,25.03,4769003,28917,99.4,191118.35
4770,25.03,4770000,28920,99.4,195215.96
4771,25.04,4771002,28926,99.4,181064.69
4772,25.04,4772000,28932,99.4,197160.54
4773,25.05,4773001,28939,99.4,198210.66
4774,25.05,4774001,28951,99.4,181359.62
4775,25.06,4775000,28960,99.4,190789.08
4776,25.06,4776003,28965,99.4,193821.1
4777,25.07,4777001,28967,99.4,181090.87
4778,25.07,4778002,28970,99.4,193016.66
4779,25.08,4779000,28972,99.4,196577.22
4780,25.09,4780002,28982,99.4,178443.13
4781,25.09,4781000,28988,99.4,188988.91
4782,25.1,4782002,28998,99.4,193351.7
4783,25.1,4783006,28998,99.4,177675.25
4784,25.11,4784003,29001,99.4,186875.86
4785,25.11,4785003,29009,99.4,191792.22
4786,25.12,4786000,29012,99.4,192919.41
4787,25.12,4787001,29019,99.4,188265.02
4788,25.13,4788002,29026,99.4,195124.71
4789,25.13,4789003,29033,99.4,192203.73
4790,25.14,4790002,29042,99.4,181272.32
4791,25.14,4791003,29045,99.4,194410.92
4792,25.15,4792000,29052,99.4,192617.28
4793,25.15,4793000,29056,99.4,174791.8
4794,25.16,4794003,29061,99.4,188354.01
4795,25.16,4795000,29068,99.4,192883.81
4796,25.17,4796000,29076,99.4,182686.7
4797,25.18,4797002,29078,99.4,194713.33
4798,25.18,4798003,29081,99.4,193505.94
4799,25.19,4799001,29087,99.4,182408.72
4800,25.19,4800000,29092,99.4,190546.14
4801,25.2,4801000,29096,99.4,194360.7
4802,25.2,4802003,29097,99.4,183907.62
4803,25.21,4803002,29102,99.4,189924.29
4804,25.21,4804000,29108,99.4,198168.6
4805,25.22,4805003,29113,99.4,188539.73
4806,25.22,4806002,29122,99.4,182830.51
4807,25.23,4807002,29122,99.4,194252.69
4808,25.23,4808001,29131,99.4,189735.09
4809,25.24,4809001,29135,99.4,181328.26
4810,25.24,4810003,29141,99.4,197124.42
4811,25.25,4811000,29148,99.4,195152.19
4812,25.25,4812000,29152,99.4,179750.75
4813,25.26,4813001,29163,99.4,195706.82
4814,25.27,4814003,29169,99.4,183852.86
4815,25.27,4815001,29175,99.4,183657.22
4816,25.28,4816001,29175,99.4,193152.38
4817,25.28,4817003,29177,99.4,196589.61
4818,25.29,4818003,29181,99.4,185432.78
4819,25.29,4819000,29192,99.4,190415.79
4820,25.3,4820000,29196,99.4,195347.4
4821,25.3,4821003,29205,99.4,179973.77
4822,25.31,4822001,29215,99.4,185949.78
4823,25.31,4823001,29215,99.4,196657.16
4824,25.32,4824000,29228,99.4,186276.77
4825,25.32,4825002,29238,99.4,182013.54
4826,25.33,4826002,29250,99.4,186778.77
4827,25.33,4827001,29255,99.4,190208.8
4828,25.34,4828003,29261,99.4,182289.86
4829,25.34,4829001,29271,99.4,194386.34
4830,25.35,4830001,29275,99.4,195156.52
4831,25.36,4831003,29281,99.4,180807.63
4832,25.36,4832000,29288,99.4,197502.53
4833,25.37,4833003,29297,99.4,194934.75
4834,25.37,4834003,29301,99.4,179473.86
4835,25.38,4835000,29308,99.4,189983.24
4836,25.38,4836002,29314,99.4,193583.26
4837,25.39,4837002,29318,99.4,176587.4
4838,25.39,4838003,29325,99.4,194249.02
4839,25.4,4839000,29328,99.4,193813.55
4840,25.4,4840000,29332,99.4,183558.16
4841,25.41,4841000,29336,99.4,191276.18
4842,25.41,4842001,29343,99.4,197511.33
4843,25.42,4843003,29353,99.4,181291.2
4844,25.42,4844003,29357,99.4,186223.15
4845,25.43,4845000,29364,99.4,193894.43
4846,25.44,4846002,29378,99.4,180473.77
4847,25.44,4847000,29388,99.4,186363.71
4848,25.45,4848000,29396,99.4,195968.04
4849,25.45,4849003,29405,99.4,189141.58
4850,25.46,4850002,29414,99.4,176656.25
4851,25.46,4851001,29419,99.4,194139.35
4852,25.47,4852000,29424,99.4,189846.84
4853,25.47,4853002,29430,99.4,178412.83
4854,25.48,4854001,29439,99.4,196386.84
4855,25.48,4855002,29442,99.4,196853.82
4856,25.49,4856001,29443,99.4,177946.65
4857,25.49,4857000,29452,99.4,196230.49
4858,25.5,4858000,29460,99.4,194522.96
4859,25.5,4859000,29464,99.4,176766.01
4860,25.51,4860001,29467,99.4,160849.68
4861,25.52,4861000,29476,99.4,159818.05
4862,25.52,4862003,29485,99.4,175535.63
4863,25.53,4863001,29487,99.4,193559.39
4864,25.53,4864002,29490,99.4,195624.75
4865,25.54,4865001,29495,99.4,182966.23
4866,25.54,4866003,29505,99.4,195056.74
4867,25.55,4867000,29508,99.4,195152.19
4868,25.55,4868001,29511,99.4,183124.63
4869,25.56,4869002,29514,99.4,197437.02
4870,25.56,4870000,29516,99.4,196845.3
4871,25.57,4871000,29520,99.4,182718.54
4872,25.57,4872003,29525,99.4,191920.02
4873,25.58,4873003,29529,99.4,196004.67
4874,25.59,4874001,29539,99.4,184231.13
4875,25.59,4875000,29544,99.4,184083.55
4876,25.6,4876000,29548,99.4,195238.28
4877,25.6,4877002,29550,99.4,191405.59
4878,25.61,4878002,29554,99.4,183149.38
4879,25.61,4879003,29557,99.4,200271.81
4880,25.62,4880002,29558,99.4,198179.52
4881,25.62,4881003,29565,99.4,177955.25
4882,25.63,4882002,29566,99.4,195379.54
4883,25.63,4883000,29568,99.4,194503.76
4884,25.64,4884003,29573,99.4,177490.8
4885,25.64,4885000,29576,99.4,190598.04
4886,25.65,4886001,29579,99.4,198220.02
4887,25.65,4887002,29590,99.4,175860.7
4888,25.66,4888000,29596,99.4,191847.26
4889,25.66,4889002,29606,99.4,197013.53
4890,25.67,4890001,29611,99.4,181209.6
4891,25.67,4891000,29612,99.4,194319.42
4892,25.68,4892000,29612,99.4,196657.16
4893,25.69,4893002,29614,99.4,177373.71
4894,25.69,4894002,29618,99.4,190832.34
4895,25.7,4895001,29623,99.4,195279.38
4896,25.7,4896001,29631,99.4,188788.05
4897,25.71,4897002,29630,99.4,184784.93
4898,25.71,4898001,29635,99.4,196959.18
4899,25.72,4899001,29639,99.4,191354.72
4900,25.72,4900002,29650,99.4,182495.8
4901,25.73,4901000,29652,99.4,196383.55
4902,25.73,4902001,29663,99.4,192124.57
4903,25.74,4903000,29668,99.4,180881.06
4904,25.74,4904000,29672,99.4,198575.13
4905,25.75,4905002,29682,99.4,195893.2
4906,25.75,4906000,29688,99.4,182846.96
4907,25.76,4907000,29696,99.4,191215.14
4908,25.76,4908000,29700,99.4,197276.89
4909,25.77,4909002,29710,99.4,177997.23
4910,25.78,4910000,29720,99.4,194775.27
4911,25.78,4911002,29734,99.4,193023.13
4912,25.79,4912000,29740,99.4,184914.76
4913,25.79,4913003,29749,99.4,191596.62
4914,25.8,4914000,29756,99.4,193598.2
4915,25.8,4915000,29768,99.4,186978.6
4916,25.81,4916003,29777,99.4,181903.7
4917,25.81,4917002,29786,99.4,191933.93
4918,25.82,4918003,29793,99.4,188231.26
4919,25.82,4919003,29801,99.4,186181.82
4920,25.83,4920001,29807,99.4,193936.04
4921,25.83,4921000,29808,99.4,191198.25
4922,25.84,4922001,29811,99.4,180883.99
4923,25.84,4923000,29820,99.4,193261.83
4924,25.85,4924002,29826,99.4,188554.56
4925,25.85,4925000,29832,99.4,184271.68
4926,25.86,4926000,29844,99.4,194893.55
4927,25.86,4927001,29851,99.4,194934.46
4928,25.87,4928002,29862,99.4,178499.99
4929,25.88,4929002,29862,99.4,197082.23
4930,25.88,4930003,29865,99.4,194591.13
4931,25.89,4931000,29868,99.4,177885.02
4932,25.89,4932002,29870,99.4,194407.1
4933,25.9,4933001,29879,99.4,192074.71
4934,25.9,4934000,29884,99.4,186036.93
4935,25.91,4935002,29890,99.4,190167.09
4936,25.91,4936000,29892,99.4,197822.09
4937,25.92,4937003,29897,99.4,181903.7
4938,25.92,4938002,29898,99.4,186941.63
4939,25.93,4939002,29902,99.4,195347.4
4940,25.93,4940003,29901,99.4,189754.06
4941,25.94,4941003,29905,99.4,183694.83
4942,25.94,4942000,29908,99.4,196833.19
4943,25.95,4943001,29919,99.4,189334.76
4944,25.95,4944000,29920,99.4,182305.5
4945,25.96,4945003,29929,99.4,194529.13
4946,25.97,4946001,29935,99.4,188410.47
4947,25.97,4947001,29947,99.4,182012.84
4948,25.98,4948003,29949,99.4,192845.99
4949,25.98,4949002,29954,99.4,193565.38
4950,25.99,4950002,29962,99.4,182012.84
4951,25.99,4951001,29967,99.4,192013.09
4952,26.0,4952001,29975,99.4,195913.12
4953,26.0,4953002,29986,99.4,180200.79
4954,26.01,4954000,29992,99.4,192926.0
4955,26.01,4955003,29997,99.4,198606.69
4956,26.02,4956002,30002,99.4,179064.52
4957,26.02,4957000,30008,99.4,189125.53
4958,26.03,4958002,30018,99.4,194984.35
4959,26.03,4959003,30029,99.4,186616.51
4960,26.04,4960003,30041,99.4,183045.47
4961,26.04,4961001,30047,99.4,196153.49
4962,26.05,4962000,30048,99.4,190684.89
4963,26.06,4963000,30056,99.4,181981.26
4964,26.06,4964002,30062,99.4,196506.88
4965,26.07,4965003,30069,99.4,190201.06
4966,26.07,4966000,30080,99.4,178675.49
4967,26.08,4967000,30084,99.4,196261.48
4968,26.08,4968000,30092,99.4,195547.76
4969,26.09,4969003,30097,99.4,175162.88
4970,26.09,4970001,30103,99.4,192367.44
4971,26.1,4971001,30107,99.4,195958.89
4972,26.1,4972003,30113,99.4,178420.4
4973,26.11,4973002,30118,99.4,191644.24
4974,26.11,4974002,30126,99.4,189530.23
4975,26.12,4975002,30134,99.4,182289.71
4976,26.12,4976001,30135,99.4,191661.77
4977,26.13,4977000,30144,99.4,191486.6
4978,26.13,4978001,30147,99.4,188408.65
4979,26.14,4979001,30155,99.4,185670.83
4980,26.15,4980003,30169,99.4,193476.32
4981,26.15,4981001,30175,99.4,188478.34
4982,26.16,4982001,30179,99.4,179658.36
4983,26.16,4983000,30184,99.4,196350.03
4984,26.17,4984002,30186,99.4,190710.74
4985,26.17,4985002,30198,99.4,181587.32
4986,26.18,4986003,30201,99.4,193203.18
4987,26.18,4987000,30204,99.4,191954.15
4988,26.19,4988002,30206,99.4,180179.75
4989,26.19,4989001,30215,99.4,186941.63
4990,26.2,4990003,30217,99.4,184296.29
4991,26.2,4991002,30222,99.4,182902.34
4992,26.21,4992001,30231,99.4,191810.93
4993,26.21,4993003,30233,99.4,192254.92
4994,26.22,4994003,30241,99.4,180144.48
4995,26.23,4995003,30249,99.4,193607.09
4996,26.23,4996000,30260,99.4,190745.84
4997,26.24,4997002,30266,99.4,181651.65
4998,26.24,4998001,30275,99.4,191635.48
4999,26.25,4999002,30278,99.4,195624.75
5000,26.25,5000000,30284,99.4,177106.64
5001,26.26,5001003,30285,99.4,189175.6
5002,26.26,5002002,30290,99.4,193306.41
5003,26.27,5003002,30294,99.4,189171.21
5004,26.27,5004001,30303,99.4,187292.58
5005,26.28,5005002,30306,99.4,195324.42
5006,26.28,5006002,30310,99.4,191932.64
5007,26.29,5007001,30319,99.4,183567.41
5008,26.29,5008003,30325,99.4,193851.14
5009,26.3,5009000,30336,99.4,195791.79
5010,26.3,5010003,30345,99.4,182037.51
5011,26.31,5011003,30349,99.4,192868.17
5012,26.32,5012002,30358,99.4,192004.29
5013,26.32,5013000,30364,99.4,182020.06
5014,26.33,5014000,30368,99.4,189787.51
5015,26.33,5015001,30375,99.4,191685.99
5016,26.34,5016001,30379,99.4,182511.81
5017,26.34,5017001,30387,99.4,195511.3
5018,26.35,5018001,30395,99.4,190580.88
5019,26.35,5019003,30401,99.4,185590.31
5020,26.36,5020001,30411,99.4,186821.18
5021,26.36,5021001,30419,99.4,190945.28
5022,26.37,5022003,30425,99.4,188065.18
5023,26.37,5023000,30428,99.4,187622.09
5024,26.38,5024002,30430,99.4,199359.26
5025,26.38,5025001,30439,99.4,191425.36
5026,26.39,5026002,30442,99.4,180541.75
5027,26.39,5027003,30445,99.4,193292.13
5028,26.4,5028000,30448,99.4,194489.61
5029,26.41,5029002,30454,99.4,177000.19
5030,26.41,5030002,30462,99.4,189547.36
5031,26.42,5031000,30464,99.4,195832.3
5032,26.42,5032000,30472,99.4,179343.4
5033,26.43,5033002,30482,99.4,190063.88
5034,26.43,5034001,30491,99.4,192737.34
5035,26.44,5035002,30498,99.4,184589.95
5036,26.44,5036002,30514,99.4,191084.46
5037,26.45,5037001,30519,99.4,196589.55
5038,26.45,5038003,30525,99.4,177403.66
5039,26.46,5039001,30535,99.4,191111.51
5040,26.46,5040001,30543,99.4,194028.03
5041,26.47,5041003,30545,99.4,183411.57
5042,26.47,5042000,30556,99.4,188688.8
5043,26.48,5043003,30561,99.4,192552.5
5044,26.49,5044000,30568,99.4,179211.5
5045,26.49,5045002,30570,99.4,183893.09
5046,26.5,5046000,30580,99.4,193487.82
5047,26.5,5047000,30584,99.4,182909.77
5048,26.51,5048002,30594,99.4,181887.5
5049,26.51,5049001,30603,99.4,194319.42
5050,26.52,5050003,30609,99.4,188056.77
5051,26.52,5051001,30619,99.4,186787.84
5052,26.53,5052002,30622,99.4,191729.76
5053,26.53,5053000,30628,99.4,191557.54
5054,26.54,5054001,30635,99.4,177955.25
5055,26.54,5055003,30641,99.4,194371.13
5056,26.55,5056003,30645,99.4,193455.28
5057,26.55,5057001,30655,99.4,179660.73
5058,26.56,5058002,30662,99.4,195433.52
5059,26.56,5059000,30668,99.4,195229.49
5060,26.57,5060002,30670,99.4,187888.62
5061,26.58,5061001,30675,99.4,192595.59
5062,26.58,5062003,30677,99.4,197318.78
5063,26.59,5063002,30686,99.4,182599.46
5064,26.59,5064002,30690,99.4,189753.17
5065,26.6,5065001,30699,99.4,194436.64
5066,26.6,5066003,30705,99.4,183515.68
5067,26.61,5067000,30708,99.4,185804.72
5068,26.61,5068000,30716,99.4,192416.92
5069,26.62,5069001,30723,99.4,190011.69
5070,26.62,5070003,30733,99.4,177658.63
5071,26.63,5071000,30740,99.4,198007.53
5072,26.63,5072002,30746,99.4,195365.03
5073,26.64,5073003,30749,99.4,178910.74
5074,26.64,5074003,30753,99.4,196620.29
5075,26.65,5075002,30762,99.4,194508.85
5076,26.65,5076000,30768,99.4,182783.08
5077,26.66,5077000,30772,99.4,193348.27
5078,26.66,5078003,30777,99.4,198531.71
5079,26.67,5079001,30787,99.4,177965.03
5080,26.68,5080000,30796,99.4,193306.41
5081,26.68,5081001,30803,99.4,195315.33
5082,26.69,5082001,30807,99.4,180376.9
5083,26.69,5083003,30813,99.4,189191.17
5084,26.7,5084001,30815,99.4,191970.44
5085,26.7,5085003,30825,99.4,182147.64
5086,26.71,5086001,30831,99.4,183923.52
5087,26.71,5087000,30840,99.4,195425.11
5088,26.72,5088000,30848,99.4,189384.75
5089,26.72,5089001,30855,99.4,185380.53
5090,26.73,5090001,30863,99.4,197863.19
5091,26.73,5091001,30871,99.4,188220.43
5092,26.74,5092003,30873,99.4,184288.21
5093,26.74,5093003,30877,99.4,195766.81
5094,26.75,5094003,30885,99.4,195849.08
5095,26.75,5095001,30891,99.4,179176.24
5096,26.76,5096003,30901,99.4,191553.9
5097,26.77,5097000,30916,99.4,188103.15
5098,26.77,5098003,30921,99.4,179627.96
5099,26.78,5099001,30927,99.4,196144.29
5100,26.78,5100003,30933,99.4,197096.68
5101,26.79,5101001,30943,99.4,177549.86
5102,26.79,5102003,30949,99.4,191179.21
5103,26.8,5103003,30953,99.4,193866.61
5104,26.8,5104001,30967,99.4,179954.23
5105,26.81,5105003,30973,99.4,190641.53
5106,26.81,5106000,30980,99.4,197148.7
5107,26.82,5107003,30989,99.4,184270.12
5108,26.82,5108001,30995,99.4,188878.05
5109,26.83,5109006,30998,99.4,181014.11
5110,26.83,5110003,31005,99.4,179442.2
5111,26.84,5111000,31016,99.4,186434.29
5112,26.85,5112000,31016,99.4,193232.47
5113,26.85,5113001,31023,99.4,189121.55
5114,26.86,5114000,31032,99.4,184618.86
5115,26.86,5115000,31044,99.4,192275.79
5116,26.87,5116003,31053,99.4,191230.82
5117,26.87,5117002,31058,99.4,180709.44
5118,26.88,5118002,31066,99.4,193161.28
5119,26.88,5119003,31065,99.4,193096.55
5120,26.89,5120001,31071,99.4,182281.63
5121,26.89,5121002,31078,99.4,195124.71
5122,26.9,5122001,31083,99.4,191749.48
5123,26.9,5123003,31093,99.4,176346.62
5124,26.91,5124003,31097,99.4,193161.28
5125,26.91,5125003,31101,99.4,194975.08
5126,26.92,5126002,31106,99.4,185682.43
5127,26.92,5127003,31113,99.4,194446.94
5128,26.93,5128002,31118,99.4,194013.51
5129,26.94,5129003,31121,99.4,180689.37
5130,26.94,5130003,31125,99.4,189538.8
5131,26.95,5131001,31131,99.4,194196.96
5132,26.95,5132000,31140,99.4,184423.84
5133,26.96,5133003,31145,99.4,187130.77
5134,26.96,5134003,31157,99.4,197193.42
5135,26.97,5135001,31167,99.4,189159.72
5136,26.97,5136000,31172,99.4,184692.1
5137,26.98,5137001,31175,99.4,197279.31
5138,26.98,5138000,31176,99.4,195571.05
5139,26.99,5139003,31185,99.4,177311.26
5140,26.99,5140002,31194,99.4,195918.53
5141,27.0,5141000,31196,99.4,193631.02
5142,27.0,5142003,31205,99.4,176678.3
5143,27.01,5143000,31216,99.4,194308.87
5144,27.01,5144003,31225,99.4,198335.15
5145,27.02,5145003,31233,99.4,182750.38
5146,27.03,5146003,31245,99.4,192567.1
5147,27.03,5147001,31259,99.4,194242.01
5148,27.04,5148002,31266,99.4,177669.09
5149,27.04,5149001,31267,99.4,190650.18
5150,27.05,5150002,31278,99.4,192432.78
5151,27.05,5151002,31286,99.4,183413.68
5152,27.06,5152000,31296,99.4,189262.35
5153,27.06,5153000,31300,99.4,193839.73
5154,27.07,5154002,31302,99.4,192466.23
5155,27.07,5155003,31305,99.4,184525.04
5156,27.08,5156000,31308,99.4,196444.83
5157,27.08,5157000,31312,99.4,182814.1
5158,27.09,5158001,31315,99.4,175127.15
5159,27.09,5159003,31321,99.4,196773.7
5160,27.1,5160003,31325,99.4,191058.35
5161,27.11,5161002,31330,99.4,177667.47
5162,27.11,5162001,31331,99.4,197237.32
5163,27.12,5163003,31337,99.4,190892.65
5164,27.12,5164001,31339,99.4,182186.43
5165,27.13,5165000,31348,99.4,184456.32
5166,27.13,5166003,31357,99.4,191736.33
5167,27.14,5167001,31363,99.4,184304.13
5168,27.14,5168001,31371,99.4,191713.32
5169,27.15,5169001,31379,99.4,195766.81
5170,27.15,5170000,31384,99.4,177096.77
5171,27.16,5171003,31389,99.4,185709.92
5172,27.16,5172000,31400,99.4,193705.81
5173,27.17,5173000,31404,99.4,182012.84
5174,27.17,5174001,31411,99.4,190736.79
5175,27.18,5175002,31422,99.4,196512.91
5176,27.18,5176003,31425,99.4,186235.73
5177,27.19,5177003,31433,99.4,185072.76
5178,27.2,5178003,31437,99.4,198612.75
5179,27.2,5179002,31442,99.4,186517.24
5180,27.21,5180002,31450,99.4,185252.59
5181,27.21,5181001,31451,99.4,198263.92
5182,27.22,5182003,31457,99.4,185549.34
5183,27.22,5183001,31463,99.4,181688.24
5184,27.23,5184003,31473,99.4,196663.2
5185,27.23,5185002,31478,99.4,192303.9
5186,27.24,5186001,31483,99.4,179540.22
5187,27.24,5187002,31490,99.4,197288.58
5188,27.25,5188003,31497,99.4,192609.34
5189,27.25,5189000,31504,99.4,175496.1
5190,27.26,5190000,31516,99.4,192416.92
5191,27.26,5191003,31521,99.4,198935.4
5192,27.27,5192000,31528,99.4,179604.05
5193,27.27,5193000,31528,99.4,193348.27
5194,27.28,5194000,31532,99.4,195730.27
5195,27.29,5195003,31541,99.4,183035.46
5196,27.29,5196002,31550,99.4,190131.12
5197,27.3,5197002,31550,99.4,195392.9
5198,27.3,5198003,31561,99.4,186202.69
5199,27.31,5199003,31569,99.4,183992.98
5200,27.31,5200001,31575,99.4,198056.09
5201,27.32,5201000,31584,99.4,186442.54
5202,27.32,5202000,31596,99.4,180905.93
5203,27.33,5203003,31609,99.4,193847.89
5204,27.33,5204001,31615,99.4,186646.25
5205,27.34,5205001,31623,99.4,178003.82
5206,27.34,5206003,31625,99.4,192651.51
5207,27.35,5207001,31635,99.4,189476.53
5208,27.35,5208003,31645,99.4,178102.84
5209,27.36,5209003,31649,99.4,196934.17
5210,27.36,5210003,31653,99.4,192708.66
5211,27.37,5211000,31660,99.4,182138.64
5212,27.38,5212000,31668,99.4,195011.34
5213,27.38,5213002,31674,99.4,195537.74
5214,27.39,5214001,31683,99.4,175796.5
5215,27.39,5215001,31691,99.4,192823.83
5216,27.4,5216001,31695,99.4,195047.62
5217,27.4,5217003,31701,99.4,186240.03
5218,27.41,5218003,31705,99.4,188009.5
5219,27.41,5219000,31712,99.4,189940.09
5220,27.42,5220003,31717,99.4,186153.68
5221,27.42,5221001,31719,99.4,181885.61
5222,27.43,5222002,31726,99.4,194293.97
5223,27.43,5223002,31730,99.4,182416.56
5224,27.44,5224003,31733,99.4,183268.51
5225,27.44,5225003,31745,99.4,190615.52
5226,27.45,5226001,31755,99.4,190754.44
5227,27.46,5227000,31764,99.4,182131.17
5228,27.46,5228001,31775,99.4,190702.14
5229,27.47,5229001,31779,99.4,192859.3
5230,27.47,5230000,31792,99.4,180165.53
5231,27.48,5231003,31801,99.4,194871.54
5232,27.48,5232003,31805,99.4,192161.27
5233,27.49,5233003,31809,99.4,173698.76
5234,27.49,5234002,31814,99.4,192233.32
5235,27.5,5235001,31823,99.4,191591.66
5236,27.5,5236001,31827,99.4,178352.0
5237,27.51,5237002,31830,99.4,194446.94
5238,27.51,5238000,31836,99.4,196799.03
5239,27.52,5239002,31846,99.4,183315.56
5240,27.52,5240000,31852,99.4,184198.7
5241,27.53,5241001,31859,99.4,193541.62
5242,27.54,5242001,31863,99.4,183558.16
5243,27.54,5243002,31874,99.4,188366.38
5244,27.55,5244003,31877,99.4,196310.76
5245,27.55,5245003,31881,99.4,185293.51
5246,27.56,5246001,31887,99.4,185021.01
5247,27.56,5247001,31899,99.4,193276.99
5248,27.57,5248002,31906,99.4,191388.9
5249,27.57,5249001,31911,99.4,187250.73
5250,27.58,5250000,31916,99.4,197051.81
5251,27.58,5251001,31923,99.4,192459.24
5252,27.59,5252002,31926,99.4,181344.95
5253,27.59,5253001,31931,99.4,194202.34
5254,27.6,5254002,31938,99.4,193096.55
5255,27.6,5255003,31949,99.4,171605.42
5256,27.61,5256000,31952,99.4,197549.18
5257,27.61,5257001,31959,99.4,195926.0
5258,27.62,5258003,31969,99.4,180706.57
5259,27.62,5259000,31972,99.4,190190.62
5260,27.63,5260002,31982,99.4,192290.11
5261,27.64,5261002,31986,99.4,186421.8
5262,27.64,5262001,31995,99.4,188854.27
5263,27.65,5263005,31999,99.4,186059.35
5264,27.65,5264002,32006,99.4,184362.98
