Checkpoint,Time (s),Packets Received,Missing Packets,Goodput (%),Packet Rate (pkts/s)
2626,13.74,2626002,15866,99.4,177331.4
2627,13.74,2627003,15873,99.4,197158.88
2628,13.75,2628000,15876,99.4,194272.76
2629,13.75,2629001,15879,99.4,190114.94
2630,13.76,2630000,15884,99.4,190364.35
2631,13.76,2631001,15887,99.4,195360.77
2632,13.77,2632000,15888,99.4,183535.25
2633,13.78,2633001,15891,99.4,197706.64
2634,13.78,2634000,15896,99.4,197861.34
2635,13.79,2635000,15900,99.4,192275.79
2636,13.79,2636000,15904,99.4,189034.79
2637,13.8,2637003,15913,99.4,197284.14
2638,13.8,2638000,15916,99.4,192546.33
2639,13.81,2639000,15920,99.4,186637.48
2640,13.81,2640003,15933,99.4,198213.67
2641,13.82,2641002,15934,99.4,191530.36
2642,13.82,2642002,15938,99.4,185048.27
2643,13.83,2643003,15945,99.4,197047.84
2644,13.83,2644002,15950,99.4,195571.05
2645,13.84,2645001,15955,99.4,180920.11
2646,13.84,2646003,15965,99.4,194443.07
2647,13.85,2647003,15969,99.4,200684.4
2648,13.85,2648000,15972,99.4,185656.24
2649,13.86,2649000,15976,99.4,192425.75
2650,13.86,2650001,15983,99.4,196237.36
2651,13.87,2651003,15989,99.4,184758.1
2652,13.87,2652001,15999,99.4,189923.57
2653,13.88,2653001,16003,99.4,187053.65
2654,13.88,2654001,16011,99.4,184706.01
2655,13.89,2655003,16017,99.4,182313.58
2656,13.9,2656002,16022,99.4,192631.01
2657,13.9,2657002,16026,99.4,191468.27
2658,13.91,2658002,16030,99.4,185178.98
2659,13.91,2659001,16039,99.4,196423.67
2660,13.92,2660000,16044,99.4,190174.27
2661,13.92,2661001,16047,99.4,184419.67
2662,13.93,2662001,16055,99.4,194848.28
2663,13.93,2663000,16064,99.4,190684.89
2664,13.94,2664001,16071,99.4,182996.92
2665,13.94,2665002,16078,99.4,195588.29
2666,13.95,2666002,16086,99.4,197128.54
2667,13.95,2667003,16093,99.4,185782.48
2668,13.96,2668001,16099,99.4,192181.97
2669,13.96,2669003,16113,99.4,191475.36
2670,13.97,2670000,16116,99.4,187790.6
2671,13.97,2671001,16119,99.4,188832.34
2672,13.98,2672001,16127,99.4,199529.23
2673,13.98,2673000,16136,99.4,189632.05
2674,13.99,2674003,16145,99.4,186500.28
2675,14.0,2675001,16147,99.4,200724.82
2676,14.0,2676001,16151,99.4,187866.34
2677,14.01,2677001,16155,99.4,187304.25
2678,14.01,2678000,16160,99.4,191854.84
2679,14.02,2679001,16167,99.4,189719.76
2680,14.02,2680001,16171,99.4,186645.78
2681,14.03,2681001,16179,99.4,193785.99
2682,14.03,2682000,16184,99.4,193842.97
2683,14.04,2683001,16187,99.4,186021.19
2684,14.04,2684001,16191,99.4,190071.33
2685,14.05,2685001,16195,99.4,184535.35
2686,14.05,2686002,16202,99.4,187810.26
2687,14.06,2687002,16206,99.4,185015.62
2688,14.06,2688002,16218,99.4,192337.51
2689,14.07,2689000,16228,99.4,183528.38
2690,14.07,2690000,16240,99.4,186537.87
2691,14.08,2691003,16253,99.4,195623.66
2692,14.09,2692000,16260,99.4,185763.45
2693,14.09,2693003,16265,99.4,186467.22
2694,14.1,2694000,16272,99.4,194083.41
2695,14.1,2695001,16275,99.4,192981.17
2696,14.11,2696002,16286,99.4,182933.13
2697,14.11,2697003,16301,99.4,193354.44
2698,14.12,2698003,16309,99.4,189504.54
2699,14.12,2699003,16317,99.4,184844.39
2700,14.13,2700003,16317,99.4,191529.48
2701,14.13,2701003,16321,99.4,195311.01
2702,14.14,2702003,16333,99.4,180407.93
2703,14.14,2703002,16338,99.4,194283.38
2704,14.15,2704003,16341,99.4,198369.87
2705,14.15,2705003,16345,99.4,185876.53
2706,14.16,2706003,16345,99.4,196188.03
2707,14.16,2707003,16349,99.4,191276.18
2708,14.17,2708000,16356,99.4,181640.22
2709,14.17,2709001,16363,99.4,185585.39
2710,14.18,2710000,16372,99.4,196875.9
2711,14.19,2711000,16380,99.4,183189.38
2712,14.19,2712003,16381,99.4,188252.87
2713,14.2,2713000,16392,99.4,193930.39
2714,14.2,2714001,16395,99.4,185815.37
2715,14.21,2715002,16402,99.4,189189.72
2716,14.21,2716000,16408,99.4,193068.37
2717,14.22,2717002,16418,99.4,193253.9
2718,14.22,2718000,16420,99.4,186090.31
2719,14.23,2719002,16430,99.4,193851.14
2720,14.23,2720000,16436,99.4,194160.93
2721,14.24,2721002,16442,99.4,181651.65
2722,14.24,2722000,16452,99.4,198365.81
2723,14.25,2723001,16455,99.4,194907.31
2724,14.25,2724003,16461,99.4,186620.45
2725,14.26,2725001,16467,99.4,192961.57
2726,14.26,2726002,16474,99.4,196164.01
2727,14.27,2727000,16480,99.4,187945.2
2728,14.27,2728001,16483,99.4,191799.83
2729,14.28,2729000,16484,99.4,197125.97
2730,14.28,2730001,16491,99.4,188645.68
2731,14.29,2731003,16501,99.4,184904.42
2732,14.3,2732000,16508,99.4,196685.06
2733,14.3,2733003,16517,99.4,186186.63
2734,14.31,2734000,16532,99.4,185945.18
2735,14.31,2735003,16541,99.4,193589.2
2736,14.32,2736002,16550,99.4,187569.26
2737,14.32,2737000,16556,99.4,185644.64
2738,14.33,2738000,16556,99.4,198293.49
2739,14.33,2739003,16557,99.4,196317.46
2740,14.34,2740003,16561,99.4,180641.03
2741,14.34,2741002,16566,99.4,197581.44
2742,14.35,2742003,16569,99.4,195433.52
2743,14.35,2743000,16576,99.4,178355.42
2744,14.36,2744002,16578,99.4,192651.51
2745,14.36,2745003,16585,99.4,191878.72
2746,14.37,2746000,16588,99.4,182464.49
2747,14.37,2747001,16595,99.4,189368.92
2748,14.38,2748002,16602,99.4,190624.21
2749,14.39,2749002,16610,99.4,189111.5
2750,14.39,2750002,16618,99.4,189000.72
2751,14.4,2751002,16626,99.4,195120.21
2752,14.4,2752002,16634,99.4,192161.27
2753,14.41,2753002,16646,99.4,180991.8
2754,14.41,2754000,16648,99.4,194386.34
2755,14.42,2755003,16653,99.4,194916.69
2756,14.42,2756000,16656,99.4,178477.21
2757,14.43,2757000,16664,99.4,194288.68
2758,14.43,2758001,16675,99.4,193470.27
2759,14.44,2759001,16675,99.4,183117.4
2760,14.44,2760002,16682,99.4,196780.01
2761,14.45,2761002,16686,99.4,198406.05
2762,14.45,2762001,16695,99.4,187426.63
2763,14.46,2763003,16705,99.4,192916.81
2764,14.46,2764002,16718,99.4,196157.0
2765,14.47,2765002,16722,99.4,185695.49
2766,14.47,2766001,16727,99.4,193083.71
2767,14.48,2767003,16733,99.4,192404.55
2768,14.48,2768000,16740,99.4,189535.47
2769,14.49,2769001,16747,99.4,187391.13
2770,14.5,2770002,16758,99.4,185503.39
2771,14.5,2771000,16764,99.4,192137.86
2772,14.51,2772001,16771,99.4,172323.85
2773,14.51,2773000,16776,99.4,194734.85
2774,14.52,2774001,16783,99.4,191694.74
2775,14.52,2775001,16795,99.4,166579.45
2776,14.53,2776000,16804,99.4,193484.93
2777,14.53,2777000,16812,99.4,195474.86
2778,14.54,2778003,16817,99.4,171415.81
2779,14.54,2779002,16822,99.4,196700.3
2780,14.55,2780003,16829,99.4,195697.69
2781,14.55,2781000,16832,99.4,179704.39
2782,14.56,2782003,16841,99.4,188252.87
2783,14.57,2783000,16844,99.4,188825.12
2784,14.57,2784002,16850,99.4,181095.9
2785,14.58,2785003,16853,99.4,189616.94
2786,14.58,2786001,16863,99.4,196614.16
2787,14.59,2787000,16868,99.4,184895.85
2788,14.59,2788002,16870,99.4,182281.95
2789,14.6,2789003,16877,99.4,198023.69
2790,14.6,2790002,16882,99.4,183030.17
2791,14.61,2791002,16890,99.4,182218.44
2792,14.61,2792000,16896,99.4,198638.8
2793,14.62,2793002,16902,99.4,193556.51
2794,14.62,2794003,16905,99.4,179515.06
2795,14.63,2795003,16909,99.4,197713.96
2796,14.63,2796003,16917,99.4,189495.98
2797,14.64,2797002,16930,99.4,180686.06
2798,14.64,2798000,16940,99.4,192997.16
2799,14.65,2799003,16949,99.4,196739.79
2800,14.66,2800003,16957,99.4,178831.07
2801,14.66,2801003,16957,99.4,194821.12
2802,14.67,2802001,16963,99.4,193068.37
2803,14.67,2803003,16973,99.4,181753.78
2804,14.68,2804001,16983,99.4,190494.01
2805,14.68,2805002,16990,99.4,193203.18
2806,14.69,2806001,16999,99.4,175921.98
2807,14.69,2807002,17002,99.4,182583.1
2808,14.7,2808000,17008,99.4,198027.98
2809,14.7,2809001,17019,99.4,185955.28
2810,14.71,2810000,17028,99.4,185100.04
2811,14.71,2811002,17034,99.4,199491.75
2812,14.72,2812002,17042,99.4,183646.57
2813,14.72,2813002,17046,99.4,188397.97
2814,14.73,2814003,17049,99.4,188654.16
2815,14.74,2815002,17050,99.4,182424.56
2816,14.74,2816000,17056,99.4,188164.86
2817,14.75,2817003,17057,99.4,196207.59
2818,14.75,2818000,17064,99.4,189466.77
2819,14.76,2819001,17067,99.4,187382.77
2820,14.76,2820003,17073,99.4,193895.85
2821,14.77,2821003,17077,99.4,192965.77
2822,14.77,2822000,17084,99.4,182735.58
2823,14.78,2823003,17093,99.4,198738.04
2824,14.78,2824002,17102,99.4,193297.49
2825,14.79,2825002,17110,99.4,177935.86
2826,14.79,2826003,17113,99.4,195206.36
2827,14.8,2827002,17118,99.4,192259.78
2828,14.8,2828003,17129,99.4,180883.99
2829,14.81,2829003,17137,99.4,190183.37
2830,14.81,2830001,17143,99.4,193936.04
2831,14.82,2831003,17149,99.4,180636.66
2832,14.83,2832001,17155,99.4,185999.35
2833,14.83,2833003,17157,99.4,200032.97
2834,14.84,2834002,17158,99.4,184797.99
2835,14.84,2835001,17167,99.4,185962.62
2836,14.85,2836001,17175,99.4,187153.81
2837,14.85,2837001,17179,99.4,192761.8
2838,14.86,2838003,17181,99.4,186306.08
2839,14.86,2839000,17188,99.4,193481.75
2840,14.87,2840002,17190,99.4,191658.73
2841,14.87,2841002,17198,99.4,178602.62
2842,14.88,2842003,17205,99.4,191066.64
2843,14.88,2843000,17212,99.4,186675.64
2844,14.89,2844003,17221,99.4,183258.71
2845,14.89,2845000,17224,99.4,199158.03
2846,14.9,2846000,17228,99.4,191424.58
2847,14.9,2847000,17232,99.4,184130.3
2848,14.91,2848003,17237,99.4,195369.29
2849,14.91,2849000,17244,99.4,195956.94
2850,14.92,2850002,17246,99.4,184280.13
2851,14.93,2851002,17250,99.4,193920.38
2852,14.93,2852000,17256,99.4,199044.95
2853,14.94,2853002,17266,99.4,182242.43
2854,14.94,2854003,17273,99.4,192839.35
2855,14.95,2855001,17283,99.4,196263.85
2856,14.95,2856002,17286,99.4,191791.07
2857,14.96,2857002,17294,99.4,181618.78
2858,14.96,2858002,17294,99.4,201213.91
2859,14.97,2859001,17299,99.4,195270.28
2860,14.97,2860001,17307,99.4,177274.05
2861,14.98,2861003,17313,99.4,194488.07
2862,14.98,2862001,17323,99.4,197542.02
2863,14.99,2863002,17330,99.4,182100.03
2864,14.99,2864000,17336,99.4,194016.94
2865,15.0,2865002,17342,99.4,187352.56
2866,15.0,2866003,17349,99.4,183036.81
2867,15.01,2867002,17358,99.4,194436.64
2868,15.01,2868003,17365,99.4,193979.78
2869,15.02,2869002,17366,99.4,181053.01
2870,15.03,2870001,17367,99.4,193968.6
2871,15.03,2871002,17374,99.4,190313.15
2872,15.04,2872000,17376,99.4,184474.7
2873,15.04,2873001,17383,99.4,188222.82
2874,15.05,2874002,17390,99.4,192582.83
2875,15.05,2875000,17400,99.4,179560.54
2876,15.06,2876002,17406,99.4,185173.27
2877,15.06,2877003,17417,99.4,197511.33
2878,15.07,2878002,17426,99.4,185034.65
2879,15.07,2879002,17430,99.4,187304.25
2880,15.08,2880001,17435,99.4,195644.1
2881,15.08,2881002,17442,99.4,191843.65
2882,15.09,2882002,17450,99.4,183349.54
2883,15.09,2883001,17459,99.4,193493.87
2884,15.1,2884002,17466,99.4,194591.13
2885,15.1,2885001,17471,99.4,176917.32
2886,15.11,2886001,17479,99.4,191748.38
2887,15.12,2887000,17480,99.4,197079.62
2888,15.12,2888002,17486,99.4,180636.66
2889,15.13,2889000,17488,99.4,190096.07
2890,15.13,2890000,17500,99.4,196740.18
2891,15.14,2891003,17505,99.4,180228.21
2892,15.14,2892003,17509,99.4,195229.19
2893,15.15,2893001,17519,99.4,190355.41
2894,15.15,2894000,17520,99.4,183575.45
2895,15.16,2895003,17525,99.4,189850.03
2896,15.16,2896001,17535,99.4,195960.65
2897,15.17,2897000,17536,99.4,188421.16
2898,15.17,2898002,17542,99.4,184628.24
2899,15.18,2899001,17551,99.4,193636.94
2900,15.18,2900002,17554,99.4,194862.08
2901,15.19,2901001,17555,99.4,181280.16
2902,15.19,2902003,17561,99.4,195283.33
2903,15.2,2903000,17568,99.4,192910.51
2904,15.21,2904002,17574,99.4,181565.33
2905,15.21,2905000,17580,99.4,190450.68
2906,15.22,2906002,17586,99.4,197050.48
2907,15.22,2907000,17592,99.4,176889.6
2908,15.23,2908002,17602,99.4,197281.73
2909,15.23,2909002,17606,99.4,200761.25
2910,15.24,2910001,17615,99.4,183398.68
2911,15.24,2911001,17619,99.4,191276.18
2912,15.25,2912001,17623,99.4,197909.88
2913,15.25,2913002,17634,99.4,185021.08
2914,15.26,2914001,17639,99.4,191460.35
2915,15.26,2915000,17648,99.4,197506.94
2916,15.27,2916001,17655,99.4,187634.0
2917,15.27,2917001,17659,99.4,187295.88
2918,15.28,2918000,17664,99.4,196193.74
2919,15.28,2919002,17670,99.4,190892.65
2920,15.29,2920002,17674,99.4,183823.64
2921,15.29,2921003,17681,99.4,191799.83
2922,15.3,2922000,17692,99.4,194381.12
2923,15.31,2923001,17699,99.4,176518.74
2924,15.31,2924003,17705,99.4,195237.97
2925,15.32,2925000,17708,99.4,192839.34
2926,15.32,2926000,17716,99.4,177905.67
2927,15.33,2927000,17716,99.4,196703.28
2928,15.33,2928002,17722,99.4,189729.25
2929,15.34,2929001,17731,99.4,184496.93
2930,15.34,2930003,17737,99.4,194785.53
2931,15.35,2931000,17740,99.4,198054.42
2932,15.35,2932000,17752,99.4,185555.83
2933,15.36,2933002,17762,99.4,190606.95
2934,15.36,2934001,17763,99.4,198536.35
2935,15.37,2935002,17766,99.4,188012.1
2936,15.37,2936002,17778,99.4,185359.02
2937,15.38,2937000,17780,99.4,196882.34
2938,15.38,2938001,17783,99.4,193800.7
2939,15.39,2939000,17784,99.4,188675.69
2940,15.39,2940001,17795,99.4,200080.93
2941,15.4,2941001,17803,99.4,191564.47
2942,15.4,2942002,17806,99.4,184112.36
2943,15.41,2943001,17811,99.4,190754.33
2944,15.42,2944003,17817,99.4,186042.17
2945,15.42,2945003,17821,99.4,183542.1
2946,15.43,2946000,17828,99.4,200408.37
2947,15.43,2947001,17831,99.4,195170.06
2948,15.44,2948002,17838,99.4,163933.4
2949,15.44,2949002,17846,99.4,164314.97
2950,15.45,2950002,17850,99.4,195730.27
2951,15.45,2951002,17858,99.4,182814.1
2952,15.46,2952003,17861,99.4,197790.47
2953,15.46,2953000,17864,99.4,201538.44
2954,15.47,2954002,17874,99.4,189301.95
2955,15.47,2955000,17876,99.4,193300.18
2956,15.48,2956003,17885,99.4,198419.34
2957,15.48,2957002,17894,99.4,186591.99
2958,15.49,2958002,17902,99.4,189564.49
2959,15.49,2959001,17907,99.4,191451.6
2960,15.5,2960001,17911,99.4,187580.68
2961,15.51,2961002,17918,99.4,185372.35
2962,15.51,2962000,17924,99.4,194503.76
2963,15.52,2963001,17931,99.4,192582.83
2964,15.52,2964003,17937,99.4,178959.83
2965,15.53,2965001,17943,99.4,195868.95
2966,15.53,2966002,17946,99.4,194979.72
2967,15.54,2967000,17956,99.4,183996.28
2968,15.54,2968002,17962,99.4,196277.44
2969,15.55,2969003,17965,99.4,196890.75
2970,15.55,2970003,17969,99.4,181957.57
2971,15.56,2971002,17974,99.4,194662.47
2972,15.56,2972001,17975,99.4,200435.77
2973,15.57,2973001,17979,99.4,186463.23
2974,15.57,2974000,17988,99.4,187880.45
2975,15.58,2975000,17996,99.4,195129.29
2976,15.58,2976007,17997,99.4,186335.38
2977,15.59,2977002,18002,99.4,180390.42
2978,15.59,2978003,18005,99.4,198135.83
2979,15.6,2979001,18011,99.4,191198.8
2980,15.61,2980000,18016,99.4,185124.58
2981,15.61,2981002,18026,99.4,179732.82
2982,15.62,2982002,18034,99.4,191643.24
2983,15.62,2983001,18035,99.4,184904.01
2984,15.63,2984001,18043,99.4,198490.56
2985,15.63,2985002,18050,99.4,194708.45
2986,15.64,2986001,18059,99.4,184277.85
2987,15.64,2987003,18065,99.4,196792.12
2988,15.65,2988001,18071,99.4,197616.63
2989,15.65,2989000,18076,99.4,182496.07
2990,15.66,2990002,18090,99.4,187427.76
2991,15.66,2991002,18094,99.4,196233.93
2992,15.67,2992000,18096,99.4,183592.78
2993,15.67,2993001,18103,99.4,187282.47
2994,15.68,2994001,18107,99.4,197620.81
2995,15.68,2995000,18116,99.4,189898.47
2996,15.69,2996003,18121,99.4,190133.19
2997,15.69,2997000,18132,99.4,194272.76
2998,15.7,2998001,18143,99.4,191136.22
2999,15.71,2999002,18150,99.4,188764.42
3000,15.71,3000002,18158,99.4,196270.66
3001,15.72,3001001,18167,99.4,194925.09
3002,15.72,3002002,18174,99.4,180332.37
3003,15.73,3003001,18175,99.4,192004.29
3004,15.73,3004003,18181,99.4,195546.84
3005,15.74,3005001,18191,99.4,187667.13
3006,15.74,3006002,18202,99.4,190520.41
3007,15.75,3007000,18208,99.4,198093.58
3008,15.75,3008001,18215,99.4,186268.78
3009,15.76,3009001,18219,99.4,188567.37
3010,15.76,3010000,18224,99.4,196700.3
3011,15.77,3011002,18230,99.4,189626.52
3012,15.77,3012003,18237,99.4,186202.69
3013,15.78,3013002,18246,99.4,197423.19
3014,15.78,3014001,18255,99.4,190797.76
3015,15.79,3015003,18257,99.4,188486.91
3016,15.79,3016002,18262,99.4,196460.51
3017,15.8,3017002,18270,99.4,193010.17
3018,15.8,3018000,18280,99.4,184271.68
3019,15.81,3019002,18286,99.4,195165.44
3020,15.81,3020002,18286,99.4,199282.75
3021,15.82,3021002,18290,99.4,183421.7
3022,15.83,3022002,18298,99.4,191093.17
3023,15.83,3023000,18304,99.4,195302.36
3024,15.84,3024001,18319,99.4,183100.67
3025,15.84,3025002,18322,99.4,193541.62
3026,15.85,3026001,18323,99.4,194328.43
3027,15.85,3027001,18331,99.4,186454.95
3028,15.86,3028000,18340,99.4,187821.49
3029,15.86,3029003,18341,99.4,197395.22
3030,15.87,3030002,18350,99.4,188531.37
3031,15.87,3031000,18356,99.4,190710.98
3032,15.88,3032001,18367,99.4,194105.33
3033,15.88,3033002,18378,99.4,191685.99
3034,15.89,3034000,18388,99.4,183086.88
3035,15.89,3035001,18395,99.4,196623.35
3036,15.9,3036001,18399,99.4,193911.42
3037,15.9,3037000,18408,99.4,182067.86
3038,15.91,3038002,18422,99.4,191545.17
3039,15.91,3039002,18430,99.4,192602.47
3040,15.92,3040002,18434,99.4,182885.85
3041,15.93,3041000,18444,99.4,190745.75
3042,15.93,3042003,18445,99.4,197367.44
3043,15.94,3043000,18452,99.4,187824.34
3044,15.94,3044003,18457,99.4,187623.18
3045,15.95,3045000,18464,99.4,198845.51
3046,15.95,3046001,18471,99.4,190736.79
3047,15.96,3047003,18477,99.4,179341.67
3048,15.96,3048001,18483,99.4,198497.51
3049,15.97,3049002,18486,99.4,191834.89
3050,15.97,3050002,18494,99.4,184706.01
3051,15.98,3051001,18499,99.4,195607.57
3052,15.98,3052001,18503,99.4,198106.18
3053,15.99,3053002,18510,99.4,185782.48
3054,15.99,3054002,18518,99.4,191853.63
3055,16.0,3055003,18529,99.4,193550.54
3056,16.0,3056003,18537,99.4,178155.04
3057,16.01,3057001,18543,99.4,189519.42
3058,16.01,3058001,18547,99.4,195511.3
3059,16.02,3059002,18558,99.4,185151.63
3060,16.03,3060000,18560,99.4,192146.68
3061,16.03,3061001,18559,99.4,199245.36
3062,16.04,3062001,18563,99.4,187195.57
3063,16.04,3063000,18568,99.4,188777.69
3064,16.05,3064002,18578,99.4,196819.77
3065,16.05,3065002,18582,99.4,193947.29
3066,16.06,3066001,18595,99.4,180974.81
3067,16.06,3067001,18595,99.4,197518.44
3068,16.07,3068002,18598,99.4,192795.07
3069,16.07,3069001,18607,99.4,183639.82
3070,16.08,3070000,18616,99.4,194085.4
3071,16.08,3071003,18621,99.4,193224.64
3072,16.09,3072000,18628,99.4,185730.45
3073,16.09,3073003,18633,99.4,195369.29
3074,16.1,3074001,18639,99.4,199082.82
3075,16.1,3075000,18648,99.4,182623.33
3076,16.11,3076000,18656,99.4,193276.99
3077,16.11,3077002,18662,99.4,198652.52
3078,16.12,3078003,18669,99.4,185577.19
3079,16.12,3079002,18682,99.4,188387.27
3080,16.13,3080002,18694,99.4,196841.75
3081,16.13,3081003,18697,99.4,185478.81
3082,16.14,3082002,18702,99.4,185657.75
3083,16.15,3083000,18712,99.4,197532.7
3084,16.15,3084003,18721,99.4,188649.64
3085,16.16,3085000,18724,99.4,186525.76
3086,16.16,3086002,18730,99.4,197671.45
3087,16.17,3087002,18742,99.4,195129.29
3088,16.17,3088000,18748,99.4,181357.63
3089,16.18,3089001,18755,99.4,197121.85
3090,16.18,3090001,18767,99.4,195238.28
3091,16.19,3091000,18780,99.4,181759.84
3092,16.19,3092000,18784,99.4,198528.14
3093,16.2,3093002,18790,99.4,200970.38
3094,16.2,3094000,18796,99.4,182313.39
3095,16.21,3095002,18806,99.4,191187.91
3096,16.21,3096001,18811,99.4,201777.41
3097,16.22,3097002,18818,99.4,184282.07
3098,16.22,3098001,18827,99.4,187008.38
3099,16.23,3099002,18830,99.4,196807.68
3100,16.23,3100000,18836,99.4,189553.75
3101,16.24,3101000,18840,99.4,184917.73
3102,16.25,3102003,18853,99.4,182860.42
3103,16.25,3103003,18861,99.4,189821.87
3104,16.26,3104001,18863,99.4,181554.28
3105,16.26,3105002,18870,99.4,192388.69
3106,16.27,3106003,18877,99.4,196164.01
3107,16.27,3107000,18884,99.4,183272.17
3108,16.28,3108000,18884,99.4,187020.29
3109,16.28,3109002,18886,99.4,190089.67
3110,16.29,3110000,18896,99.4,174296.94
3111,16.29,3111001,18903,99.4,159293.48
3112,16.3,3112001,18907,99.4,178473.43
3113,16.31,3113001,18911,99.4,171911.8
3114,16.31,3114002,18914,99.4,170241.6
3115,16.32,3115001,18923,99.4,166743.99
3116,16.32,3116002,18922,99.4,184282.07
3117,16.33,3117001,18927,99.4,196811.16
3118,16.33,3118001,18931,99.4,191678.27
3119,16.34,3119001,18935,99.4,180726.65
3120,16.34,3120002,18946,99.4,194455.94
3121,16.35,3121001,18951,99.4,197544.18
3122,16.35,3122003,18953,99.4,180442.77
3123,16.36,3123002,18958,99.4,196111.1
3124,16.36,3124001,18963,99.4,197936.12
3125,16.37,3125002,18966,99.4,187349.32
3126,16.38,3126003,18969,99.4,192644.69
3127,16.38,3127003,18973,99.4,198424.83
3128,16.39,3128001,18983,99.4,185801.21
3129,16.39,3129002,18986,99.4,191519.86
3130,16.4,3130000,18988,99.4,199757.36
3131,16.4,3131002,18998,99.4,189977.97
3132,16.41,3132001,18999,99.4,186384.49
3133,16.41,3133000,19004,99.4,195388.65
3134,16.42,3134000,19008,99.4,191792.22
3135,16.42,3135001,19011,99.4,182861.42
3136,16.43,3136001,19019,99.4,198848.15
3137,16.43,3137001,19027,99.4,196307.4
3138,16.44,3138000,19036,99.4,176812.8
3139,16.44,3139001,19047,99.4,194789.75
3140,16.45,3140000,19056,99.4,195799.52
3141,16.45,3141002,19058,99.4,181463.41
3142,16.46,3142000,19060,99.4,197737.98
3143,16.46,3143003,19065,99.4,200318.41
3144,16.47,3144001,19071,99.4,183383.66
3145,16.47,3145000,19072,99.4,192524.8
3146,16.48,3146002,19074,99.4,198100.05
3147,16.48,3147003,19077,99.4,187743.07
3148,16.49,3148003,19085,99.4,187857.93
3149,16.5,3149003,19093,99.4,196197.21
